date,site,consumption_kwh,solar_production_kwh,wind_production_kwh,grid_import_kwh,co2_emissions_kg,peak_demand_kw,is_anomaly
2024-11-18,Site_A_HongKong,479.52,0.0,53.65,425.87,99.23,72.08,False
2024-11-19,Site_A_HongKong,432.96,0.0,63.34,369.63,86.12,56.27,False
2024-11-20,Site_A_HongKong,430.63,0.0,64.15,366.48,85.39,65.3,False
2024-11-21,Site_A_HongKong,447.29,0.0,33.28,414.01,96.46,76.71,False
2024-11-22,Site_A_HongKong,438.35,0.0,60.99,377.36,87.93,74.21,False
2024-11-23,Site_A_HongKong,388.58,0.0,35.24,353.34,82.33,50.68,False
2024-11-24,Site_A_HongKong,452.96,0.0,31.64,421.33,98.17,63.81,False
2024-11-25,Site_A_HongKong,469.8,0.0,38.49,431.31,100.5,80.1,False
2024-11-26,Site_A_HongKong,443.47,0.0,60.28,383.19,89.28,61.87,False
2024-11-27,Site_A_HongKong,424.59,0.0,34.98,389.61,90.78,72.28,False
2024-11-28,Site_A_HongKong,453.63,0.0,28.0,425.63,99.17,60.22,False
2024-11-29,Site_A_HongKong,445.86,0.0,69.72,376.14,87.64,71.29,False
2024-11-30,Site_A_HongKong,443.6,0.0,25.37,418.23,97.45,65.13,False
2024-12-01,Site_A_HongKong,526.81,0.0,76.72,450.1,104.87,66.72,False
2024-12-02,Site_A_HongKong,485.82,0.0,36.14,449.68,104.78,83.32,False
2024-12-03,Site_A_HongKong,511.99,0.0,19.99,492.0,114.64,91.02,False
2024-12-04,Site_A_HongKong,475.83,0.0,88.08,387.75,90.35,60.31,False
2024-12-05,Site_A_HongKong,508.35,0.0,28.37,479.98,111.83,75.3,False
2024-12-06,Site_A_HongKong,519.15,0.0,43.71,475.43,110.78,63.8,False
2024-12-07,Site_A_HongKong,522.9,0.0,33.2,489.7,114.1,70.26,False
2024-12-08,Site_A_HongKong,500.93,0.0,68.94,431.99,100.65,63.57,False
2024-12-09,Site_A_HongKong,523.52,0.0,56.16,467.36,108.89,76.34,False
2024-12-10,Site_A_HongKong,482.85,0.0,46.62,436.23,101.64,70.79,False
2024-12-11,Site_A_HongKong,539.42,0.0,43.25,496.17,115.61,81.31,False
2024-12-12,Site_A_HongKong,493.04,0.0,64.04,429.0,99.96,76.93,False
2024-12-13,Site_A_HongKong,500.27,0.0,47.22,453.05,105.56,70.89,False
2024-12-14,Site_A_HongKong,483.91,0.0,77.71,406.2,94.64,67.69,False
2024-12-15,Site_A_HongKong,464.08,0.0,31.88,432.2,100.7,70.07,False
2024-12-16,Site_A_HongKong,491.46,0.0,43.12,448.34,104.46,67.63,False
2024-12-17,Site_A_HongKong,495.18,0.0,30.43,464.75,108.29,69.68,False
2024-12-18,Site_A_HongKong,526.04,0.0,79.91,446.13,103.95,67.27,False
2024-12-19,Site_A_HongKong,481.5,0.0,51.92,429.58,100.09,78.41,False
2024-12-20,Site_A_HongKong,459.71,0.0,81.67,378.04,88.08,55.21,False
2024-12-21,Site_A_HongKong,487.12,0.0,57.88,429.24,100.01,78.52,False
2024-12-22,Site_A_HongKong,492.48,0.0,22.4,470.07,109.53,71.48,False
2024-12-23,Site_A_HongKong,495.9,0.0,77.68,418.22,97.45,79.4,False
2024-12-24,Site_A_HongKong,471.96,0.0,74.58,397.38,92.59,82.5,False
2024-12-25,Site_A_HongKong,522.97,0.0,78.41,444.56,103.58,64.84,False
2024-12-26,Site_A_HongKong,738.34,0.0,50.23,688.11,160.33,114.17,True
2024-12-27,Site_A_HongKong,450.28,0.0,81.1,369.17,86.02,72.74,False
2024-12-28,Site_A_HongKong,545.11,0.0,57.3,487.81,113.66,80.01,False
2024-12-29,Site_A_HongKong,512.36,0.0,50.34,462.02,107.65,71.29,False
2024-12-30,Site_A_HongKong,453.36,0.0,75.66,377.7,88.0,64.59,False
2024-01-01,Site_B_Shenzhen,460.12,0.0,53.21,406.91,94.81,64.62,False
2024-01-02,Site_B_Shenzhen,479.79,0.0,48.3,431.49,100.54,68.07,False
2024-01-03,Site_B_Shenzhen,529.15,0.0,19.65,509.5,118.71,79.55,False
2024-01-04,Site_B_Shenzhen,480.96,0.0,46.82,434.14,101.15,62.33,False
2024-01-05,Site_B_Shenzhen,439.83,0.0,71.86,367.97,85.74,61.07,False
2024-01-06,Site_B_Shenzhen,489.22,0.0,44.05,445.17,103.73,86.92,False
2024-01-07,Site_B_Shenzhen,446.21,0.0,20.55,425.66,99.18,68.37,False
2024-01-08,Site_B_Shenzhen,521.45,0.0,40.05,481.4,112.17,70.69,False
2024-01-09,Site_B_Shenzhen,452.94,0.0,33.77,419.17,97.67,70.13,False
2024-01-10,Site_B_Shenzhen,479.28,0.0,34.33,444.94,103.67,86.09,False
2024-01-11,Site_B_Shenzhen,490.48,0.0,37.85,452.64,105.46,70.49,False
2024-01-12,Site_B_Shenzhen,482.7,0.0,69.0,413.7,96.39,84.26,False
2024-01-13,Site_B_Shenzhen,489.86,0.0,91.29,398.57,92.87,62.45,False
2024-01-14,Site_B_Shenzhen,467.34,0.0,33.98,433.36,100.97,69.06,False
2024-01-15,Site_B_Shenzhen,483.1,0.0,45.84,437.26,101.88,66.26,False
2024-01-16,Site_B_Shenzhen,498.89,0.0,42.35,456.54,106.37,77.15,False
2024-01-17,Site_B_Shenzhen,512.29,0.0,72.15,440.14,102.55,67.64,False
2024-01-18,Site_B_Shenzhen,511.61,0.0,70.02,441.59,102.89,75.15,False
2024-01-19,Site_B_Shenzhen,539.83,0.0,50.48,489.35,114.02,87.05,False
2024-01-20,Site_B_Shenzhen,506.44,0.0,50.67,455.77,106.2,85.22,False
2024-01-21,Site_B_Shenzhen,461.81,0.0,68.94,392.87,91.54,74.17,False
2024-01-22,Site_B_Shenzhen,797.54,0.0,75.47,722.07,168.24,102.54,True
2024-01-23,Site_B_Shenzhen,502.78,0.0,81.43,421.35,98.17,78.84,False
2024-01-24,Site_B_Shenzhen,482.79,0.0,36.59,446.2,103.96,59.85,False
2024-01-25,Site_B_Shenzhen,464.28,0.0,22.84,441.44,102.85,82.32,False
2024-01-26,Site_B_Shenzhen,437.66,0.0,70.56,367.1,85.53,71.09,False
2024-01-27,Site_B_Shenzhen,444.57,0.0,57.8,386.77,90.12,78.14,False
2024-01-28,Site_B_Shenzhen,503.48,0.0,32.26,471.22,109.79,79.77,False
2024-01-29,Site_B_Shenzhen,484.88,0.0,28.89,455.98,106.24,84.04,False
2024-01-30,Site_B_Shenzhen,410.44,0.0,25.2,385.24,89.76,66.06,False
2024-01-31,Site_B_Shenzhen,502.94,0.0,42.8,460.14,107.21,76.05,False
2024-02-01,Site_B_Shenzhen,566.85,0.0,33.28,533.57,124.32,72.57,False
2024-02-02,Site_B_Shenzhen,541.38,0.0,20.62,520.76,121.34,81.57,False
2024-02-03,Site_B_Shenzhen,546.83,0.0,35.89,510.94,119.05,89.93,False
2024-02-04,Site_B_Shenzhen,537.65,0.0,66.28,471.37,109.83,74.63,False
2024-02-05,Site_B_Shenzhen,563.24,0.0,44.29,518.95,120.92,100.17,False
2024-02-06,Site_B_Shenzhen,563.32,0.0,51.21,512.11,119.32,91.39,False
2024-02-07,Site_B_Shenzhen,582.78,0.0,96.09,486.69,113.4,94.5,False
2024-02-08,Site_B_Shenzhen,538.78,0.0,21.44,517.33,120.54,76.29,False
2024-02-09,Site_B_Shenzhen,555.96,0.0,36.44,519.51,121.05,79.01,False
2024-02-10,Site_B_Shenzhen,541.82,0.0,67.28,474.54,110.57,92.66,False
2024-02-11,Site_B_Shenzhen,573.24,0.0,25.44,547.8,127.64,92.1,False
2024-02-12,Site_B_Shenzhen,512.75,0.0,74.84,437.92,102.03,71.24,False
2024-02-13,Site_B_Shenzhen,522.88,0.0,97.53,425.35,99.11,71.76,False
2024-02-14,Site_B_Shenzhen,540.82,0.0,34.88,505.94,117.88,92.01,False
2024-02-15,Site_B_Shenzhen,549.59,0.0,41.54,508.05,118.37,85.58,False
2024-02-16,Site_B_Shenzhen,555.41,0.0,57.46,497.95,116.02,77.04,False
2024-02-17,Site_B_Shenzhen,575.83,0.0,31.49,544.34,126.83,69.69,False
2024-02-18,Site_B_Shenzhen,574.65,0.0,23.55,551.1,128.41,79.07,False
2024-02-19,Site_B_Shenzhen,558.78,0.0,26.3,532.47,124.07,77.1,False
2024-02-20,Site_B_Shenzhen,560.52,0.0,74.67,485.86,113.21,93.6,False
2024-02-21,Site_B_Shenzhen,549.74,0.0,31.08,518.66,120.85,73.5,False
2024-02-22,Site_B_Shenzhen,553.07,0.0,15.76,537.32,125.19,98.15,False
2024-02-23,Site_B_Shenzhen,556.53,0.0,43.88,512.65,119.45,74.31,False
2024-02-24,Site_B_Shenzhen,545.52,0.0,51.22,494.29,115.17,70.27,False
2024-02-25,Site_B_Shenzhen,569.79,0.0,43.71,526.08,122.58,80.18,False
2024-02-26,Site_B_Shenzhen,549.44,0.0,68.29,481.15,112.11,67.98,False
2024-02-27,Site_B_Shenzhen,532.73,0.0,73.42,459.31,107.02,71.66,False
2024-02-28,Site_B_Shenzhen,612.2,0.0,68.51,543.68,126.68,90.35,False
2024-02-29,Site_B_Shenzhen,494.46,0.0,61.06,433.4,100.98,65.54,False
2024-03-01,Site_B_Shenzhen,595.96,52.08,86.16,457.72,106.65,107.09,False
2024-03-02,Site_B_Shenzhen,560.36,58.9,26.64,474.83,110.63,88.17,False
2024-03-03,Site_B_Shenzhen,622.0,51.47,48.8,521.72,121.56,101.45,False
2024-03-04,Site_B_Shenzhen,630.95,51.49,39.96,539.49,125.7,104.92,False
2024-03-05,Site_B_Shenzhen,924.91,64.61,33.72,826.58,192.59,146.19,True
2024-03-06,Site_B_Shenzhen,587.84,61.22,20.15,506.48,118.01,85.66,False
2024-03-07,Site_B_Shenzhen,608.43,50.73,33.7,523.99,122.09,87.53,False
2024-03-08,Site_B_Shenzhen,568.1,64.48,52.35,451.27,105.15,87.84,False
2024-03-09,Site_B_Shenzhen,645.33,58.39,36.6,550.34,128.23,102.86,False
2024-03-10,Site_B_Shenzhen,587.41,50.45,44.34,492.62,114.78,78.27,False
2024-03-11,Site_B_Shenzhen,615.54,65.03,52.82,497.69,115.96,89.99,False
2024-03-12,Site_B_Shenzhen,625.75,53.55,62.88,509.32,118.67,108.66,False
2024-03-13,Site_B_Shenzhen,652.0,57.25,29.66,565.09,131.67,101.36,False
2024-03-14,Site_B_Shenzhen,592.26,52.26,19.29,520.72,121.33,73.52,False
2024-03-15,Site_B_Shenzhen,609.37,62.63,80.11,466.63,108.72,85.27,False
2024-03-16,Site_B_Shenzhen,640.61,51.3,83.3,506.01,117.9,97.59,False
2024-03-17,Site_B_Shenzhen,591.58,50.89,43.96,496.73,115.74,70.99,False
2024-03-18,Site_B_Shenzhen,630.05,65.42,16.39,548.24,127.74,87.11,False
2024-03-19,Site_B_Shenzhen,977.26,65.31,28.45,883.5,205.86,156.15,True
2024-03-20,Site_B_Shenzhen,629.32,53.9,43.17,532.24,124.01,102.43,False
2024-03-21,Site_B_Shenzhen,594.89,64.2,74.72,455.97,106.24,106.54,False
2024-03-22,Site_B_Shenzhen,590.83,60.06,31.74,499.04,116.28,90.2,False
2024-03-23,Site_B_Shenzhen,583.74,58.73,85.19,439.82,102.48,71.53,False
2024-03-24,Site_B_Shenzhen,628.84,60.97,45.84,522.02,121.63,79.33,False
2024-03-25,Site_B_Shenzhen,669.8,64.73,112.97,492.1,114.66,108.4,False
2024-03-26,Site_B_Shenzhen,599.26,60.63,86.62,452.01,105.32,102.89,False
2024-03-27,Site_B_Shenzhen,634.58,54.63,35.18,544.76,126.93,113.41,False
2024-03-28,Site_B_Shenzhen,622.41,58.36,88.79,475.26,110.74,93.22,False
2024-03-29,Site_B_Shenzhen,575.79,61.32,39.73,474.74,110.61,69.96,False
2024-03-30,Site_B_Shenzhen,562.81,62.74,49.02,451.05,105.09,100.19,False
2024-03-31,Site_B_Shenzhen,609.24,63.52,26.69,519.03,120.93,102.35,False
2024-04-01,Site_B_Shenzhen,560.79,127.14,35.9,397.76,92.68,77.72,False
2024-04-02,Site_B_Shenzhen,650.25,124.78,32.28,493.19,114.91,102.41,False
2024-04-03,Site_B_Shenzhen,666.54,97.81,63.6,505.13,117.7,82.06,False
2024-04-04,Site_B_Shenzhen,572.64,109.53,61.96,401.16,93.47,80.19,False
2024-04-05,Site_B_Shenzhen,608.69,124.33,48.54,435.81,101.54,88.85,False
2024-04-06,Site_B_Shenzhen,593.37,110.25,95.62,387.51,90.29,94.05,False
2024-04-07,Site_B_Shenzhen,663.57,111.77,83.9,467.9,109.02,83.66,False
2024-04-08,Site_B_Shenzhen,598.17,131.09,19.45,447.64,104.3,90.4,False
2024-04-09,Site_B_Shenzhen,621.22,121.61,36.98,462.63,107.79,87.46,False
2024-04-10,Site_B_Shenzhen,581.43,114.0,31.42,436.02,101.59,79.8,False
2024-04-11,Site_B_Shenzhen,634.97,100.04,24.88,510.06,118.84,112.44,False
2024-04-12,Site_B_Shenzhen,611.28,118.83,55.71,436.74,101.76,83.16,False
2024-04-13,Site_B_Shenzhen,653.96,118.36,29.87,505.73,117.83,89.11,False
2024-04-14,Site_B_Shenzhen,660.44,101.03,30.88,528.52,123.15,116.69,False
2024-04-15,Site_B_Shenzhen,645.79,117.59,66.3,461.9,107.62,103.85,False
2024-04-16,Site_B_Shenzhen,621.25,106.09,46.61,468.55,109.17,110.24,False
2024-04-17,Site_B_Shenzhen,663.79,120.51,73.37,469.91,109.49,83.71,False
2024-04-18,Site_B_Shenzhen,627.72,123.12,72.26,432.34,100.74,91.67,False
2024-04-19,Site_B_Shenzhen,614.73,97.7,37.58,479.45,111.71,96.39,False
2024-04-20,Site_B_Shenzhen,587.85,100.53,36.36,450.95,105.07,101.49,False
2024-04-21,Site_B_Shenzhen,603.83,105.9,20.47,477.46,111.25,89.09,False
2024-04-22,Site_B_Shenzhen,649.89,100.18,100.02,449.69,104.78,110.68,False
2024-04-23,Site_B_Shenzhen,644.16,116.1,35.04,493.02,114.87,101.14,False
2024-04-24,Site_B_Shenzhen,655.77,99.75,49.77,506.26,117.96,114.92,False
2024-04-25,Site_B_Shenzhen,662.18,110.06,108.57,443.54,103.35,105.94,False
2024-04-26,Site_B_Shenzhen,621.2,105.93,80.44,434.83,101.32,90.48,False
2024-04-27,Site_B_Shenzhen,691.07,99.59,58.83,532.65,124.11,95.05,False
2024-04-28,Site_B_Shenzhen,616.29,114.67,23.16,478.47,111.48,92.11,False
2024-04-29,Site_B_Shenzhen,612.96,106.34,38.11,468.52,109.16,79.46,False
2024-04-30,Site_B_Shenzhen,653.29,120.94,28.44,503.92,117.41,89.73,False
2024-05-01,Site_B_Shenzhen,575.98,158.19,34.58,383.22,89.29,81.34,False
2024-05-02,Site_B_Shenzhen,623.7,175.95,85.62,362.14,84.38,87.07,False
2024-05-03,Site_B_Shenzhen,611.64,174.19,14.55,422.91,98.54,87.81,False
2024-05-04,Site_B_Shenzhen,614.36,173.37,96.81,344.19,80.2,104.61,False
2024-05-05,Site_B_Shenzhen,621.82,161.71,33.22,426.9,99.47,99.75,False
2024-05-06,Site_B_Shenzhen,625.95,138.56,24.42,462.96,107.87,75.19,False
2024-05-07,Site_B_Shenzhen,638.74,140.62,29.61,468.52,109.16,77.38,False
2024-05-08,Site_B_Shenzhen,587.42,143.48,38.28,405.66,94.52,91.91,False
2024-05-09,Site_B_Shenzhen,567.08,178.11,50.54,338.42,78.85,87.0,False
2024-05-10,Site_B_Shenzhen,560.73,165.74,38.77,356.22,83.0,73.06,False
2024-05-11,Site_B_Shenzhen,528.77,162.69,51.99,314.09,73.18,67.11,False
2024-05-12,Site_B_Shenzhen,580.85,139.75,64.67,376.43,87.71,76.89,False
2024-05-13,Site_B_Shenzhen,635.17,156.88,43.04,435.25,101.41,76.91,False
2024-05-14,Site_B_Shenzhen,688.84,165.38,27.37,496.09,115.59,83.07,False
2024-05-15,Site_B_Shenzhen,617.57,171.61,95.43,350.53,81.67,92.08,False
2024-05-16,Site_B_Shenzhen,642.42,141.65,62.38,438.39,102.14,111.11,False
2024-05-17,Site_B_Shenzhen,584.67,170.77,73.16,340.73,79.39,77.3,False
2024-05-18,Site_B_Shenzhen,634.86,136.17,32.43,466.27,108.64,79.01,False
2024-05-19,Site_B_Shenzhen,645.57,179.86,48.28,417.43,97.26,89.91,False
2024-05-20,Site_B_Shenzhen,589.68,136.27,32.14,421.27,98.16,87.19,False
2024-05-21,Site_B_Shenzhen,636.35,133.43,41.49,461.42,107.51,101.63,False
2024-05-22,Site_B_Shenzhen,602.89,169.33,52.84,380.73,88.71,74.75,False
2024-05-23,Site_B_Shenzhen,622.95,168.34,88.03,366.58,85.41,94.12,False
2024-05-24,Site_B_Shenzhen,621.51,167.89,24.99,428.62,99.87,81.85,False
2024-05-25,Site_B_Shenzhen,618.06,168.67,61.0,388.39,90.5,98.42,False
2024-05-26,Site_B_Shenzhen,614.83,140.39,57.55,416.89,97.14,100.21,False
2024-05-27,Site_B_Shenzhen,583.22,144.38,28.6,410.23,95.58,84.85,False
2024-05-28,Site_B_Shenzhen,609.5,136.65,72.92,399.93,93.18,87.14,False
2024-05-29,Site_B_Shenzhen,624.58,145.81,74.23,404.55,94.26,84.85,False
2024-05-30,Site_B_Shenzhen,614.26,145.7,34.94,433.63,101.04,99.31,False
2024-05-31,Site_B_Shenzhen,623.13,164.12,50.06,408.95,95.29,103.86,False
2024-06-01,Site_B_Shenzhen,536.58,182.13,47.0,307.45,71.64,78.31,False
2024-06-02,Site_B_Shenzhen,565.66,180.47,27.06,358.14,83.45,98.35,False
2024-06-03,Site_B_Shenzhen,546.79,197.45,79.7,269.63,62.82,93.33,False
2024-06-04,Site_B_Shenzhen,568.99,150.98,55.38,362.62,84.49,79.43,False
2024-06-05,Site_B_Shenzhen,576.98,197.53,38.71,340.74,79.39,70.63,False
2024-06-06,Site_B_Shenzhen,527.68,164.67,63.75,299.26,69.73,81.25,False
2024-06-07,Site_B_Shenzhen,586.01,146.83,48.58,390.61,91.01,92.25,False
2024-06-08,Site_B_Shenzhen,566.7,178.29,87.55,300.86,70.1,87.96,False
2024-06-09,Site_B_Shenzhen,559.97,168.89,62.74,328.34,76.5,80.27,False
2024-06-10,Site_B_Shenzhen,569.84,194.0,29.18,346.67,80.77,86.42,False
2024-06-11,Site_B_Shenzhen,573.33,148.84,55.66,368.83,85.94,92.01,False
2024-06-12,Site_B_Shenzhen,526.51,154.72,64.84,306.95,71.52,85.01,False
2024-06-13,Site_B_Shenzhen,584.06,154.14,73.76,356.16,82.98,91.09,False
2024-06-14,Site_B_Shenzhen,571.59,180.52,57.88,333.19,77.63,74.41,False
2024-06-15,Site_B_Shenzhen,599.15,187.48,90.92,320.75,74.73,91.16,False
2024-06-16,Site_B_Shenzhen,485.63,175.61,34.45,275.57,64.21,85.12,False
2024-06-17,Site_B_Shenzhen,604.74,148.77,28.8,427.18,99.53,87.93,False
2024-06-18,Site_B_Shenzhen,561.37,191.61,50.51,319.24,74.38,74.48,False
2024-06-19,Site_B_Shenzhen,573.44,187.47,66.99,318.98,74.32,69.85,False
2024-06-20,Site_B_Shenzhen,562.98,170.06,82.47,310.45,72.33,69.67,False
2024-06-21,Site_B_Shenzhen,541.59,188.21,68.36,285.02,66.41,95.47,False
2024-06-22,Site_B_Shenzhen,550.22,156.96,28.72,364.54,84.94,81.51,False
2024-06-23,Site_B_Shenzhen,542.29,153.68,73.92,314.69,73.32,89.78,False
2024-06-24,Site_B_Shenzhen,554.23,187.25,43.37,323.61,75.4,76.46,False
2024-06-25,Site_B_Shenzhen,542.4,164.41,56.19,321.81,74.98,67.12,False
2024-06-26,Site_B_Shenzhen,572.48,163.76,63.87,344.86,80.35,74.02,False
2024-06-27,Site_B_Shenzhen,555.07,175.14,56.65,323.28,75.32,71.18,False
2024-06-28,Site_B_Shenzhen,561.05,178.26,56.03,326.76,76.13,83.75,False
2024-06-29,Site_B_Shenzhen,553.7,188.49,19.52,345.7,80.55,80.35,False
2024-06-30,Site_B_Shenzhen,604.28,180.49,62.34,361.45,84.22,103.77,False
2024-07-01,Site_B_Shenzhen,492.95,179.5,45.08,268.36,62.53,70.14,False
2024-07-02,Site_B_Shenzhen,482.25,156.17,35.22,290.86,67.77,82.12,False
2024-07-03,Site_B_Shenzhen,506.43,148.45,43.78,314.2,73.21,83.94,False
2024-07-04,Site_B_Shenzhen,477.55,141.28,50.82,285.44,66.51,73.9,False
2024-07-05,Site_B_Shenzhen,537.06,158.99,40.98,337.09,78.54,85.77,False
2024-07-06,Site_B_Shenzhen,488.67,146.12,25.85,316.69,73.79,64.0,False
2024-07-07,Site_B_Shenzhen,470.18,178.58,63.32,228.27,53.19,60.46,False
2024-07-08,Site_B_Shenzhen,512.87,137.13,47.93,327.82,76.38,87.55,False
2024-07-09,Site_B_Shenzhen,470.59,143.39,36.29,290.9,67.78,81.15,False
2024-07-10,Site_B_Shenzhen,809.73,170.26,47.42,592.05,137.95,133.62,True
2024-07-11,Site_B_Shenzhen,480.0,137.44,37.53,305.03,71.07,84.12,False
2024-07-12,Site_B_Shenzhen,467.57,155.02,40.95,271.6,63.28,77.45,False
2024-07-13,Site_B_Shenzhen,482.35,161.07,60.56,260.72,60.75,80.15,False
2024-07-14,Site_B_Shenzhen,511.75,134.47,29.91,347.37,80.94,71.86,False
2024-07-15,Site_B_Shenzhen,541.68,156.98,52.29,332.41,77.45,66.64,False
2024-07-16,Site_B_Shenzhen,484.79,172.44,26.6,285.74,66.58,58.9,False
2024-07-17,Site_B_Shenzhen,445.89,167.06,25.09,253.74,59.12,69.78,False
2024-07-18,Site_B_Shenzhen,463.74,170.67,38.77,254.3,59.25,76.54,False
2024-07-19,Site_B_Shenzhen,491.29,164.85,49.13,277.31,64.61,86.34,False
2024-07-20,Site_B_Shenzhen,809.92,157.68,64.3,587.94,136.99,108.58,True
2024-07-21,Site_B_Shenzhen,478.72,164.4,75.02,239.31,55.76,65.07,False
2024-07-22,Site_B_Shenzhen,521.58,172.86,91.97,256.74,59.82,90.28,False
2024-07-23,Site_B_Shenzhen,461.94,178.28,24.56,259.1,60.37,75.28,False
2024-07-24,Site_B_Shenzhen,504.61,147.69,52.3,304.62,70.98,62.94,False
2024-07-25,Site_B_Shenzhen,443.8,172.23,70.15,201.42,46.93,58.2,False
2024-07-26,Site_B_Shenzhen,498.91,137.38,28.63,332.9,77.57,77.69,False
2024-07-27,Site_B_Shenzhen,485.49,155.15,23.99,306.34,71.38,80.14,False
2024-07-28,Site_B_Shenzhen,494.71,171.42,85.32,237.96,55.45,61.02,False
2024-07-29,Site_B_Shenzhen,460.49,174.58,99.5,186.41,43.43,80.38,False
2024-07-30,Site_B_Shenzhen,510.88,141.99,24.2,344.69,80.31,71.79,False
2024-07-31,Site_B_Shenzhen,512.99,167.55,49.2,296.24,69.02,70.42,False
2024-08-01,Site_B_Shenzhen,371.63,112.31,29.45,229.87,53.56,47.19,False
2024-08-02,Site_B_Shenzhen,429.64,122.59,60.78,246.27,57.38,75.57,False
2024-08-03,Site_B_Shenzhen,416.34,128.27,55.16,232.91,54.27,58.12,False
2024-08-04,Site_B_Shenzhen,408.39,113.34,27.63,267.42,62.31,73.03,False
2024-08-05,Site_B_Shenzhen,442.07,120.04,58.19,263.84,61.48,55.79,False
2024-08-06,Site_B_Shenzhen,416.21,129.65,51.96,234.61,54.66,74.51,False
2024-08-07,Site_B_Shenzhen,371.72,99.21,50.93,221.58,51.63,54.82,False
2024-08-08,Site_B_Shenzhen,422.35,117.25,30.45,274.65,63.99,71.55,False
2024-08-09,Site_B_Shenzhen,408.99,109.86,86.46,212.67,49.55,57.13,False
2024-08-10,Site_B_Shenzhen,379.7,105.0,18.58,256.12,59.68,63.98,False
2024-08-11,Site_B_Shenzhen,402.46,107.82,93.48,201.16,46.87,51.16,False
2024-08-12,Site_B_Shenzhen,414.83,98.52,52.9,263.42,61.38,59.93,False
2024-08-13,Site_B_Shenzhen,420.23,116.72,50.53,252.99,58.95,52.15,False
2024-08-14,Site_B_Shenzhen,391.14,129.65,57.24,204.24,47.59,48.74,False
2024-08-15,Site_B_Shenzhen,425.6,126.05,40.64,258.91,60.33,66.7,False
2024-08-16,Site_B_Shenzhen,382.73,109.59,38.44,234.71,54.69,61.45,False
2024-08-17,Site_B_Shenzhen,399.5,103.64,30.61,265.25,61.8,67.77,False
2024-08-18,Site_B_Shenzhen,409.0,127.62,47.77,233.61,54.43,54.76,False
2024-08-19,Site_B_Shenzhen,446.97,104.97,73.44,268.56,62.57,78.69,False
2024-08-20,Site_B_Shenzhen,415.54,111.25,74.17,230.12,53.62,63.11,False
2024-08-21,Site_B_Shenzhen,395.85,125.73,39.25,230.87,53.79,67.29,False
2024-08-22,Site_B_Shenzhen,435.58,110.42,77.01,248.15,57.82,58.83,False
2024-08-23,Site_B_Shenzhen,409.75,108.0,67.64,234.12,54.55,57.17,False
2024-08-24,Site_B_Shenzhen,408.97,109.28,65.32,234.37,54.61,68.84,False
2024-08-25,Site_B_Shenzhen,408.25,106.53,88.63,213.09,49.65,49.62,False
2024-08-26,Site_B_Shenzhen,444.81,101.53,92.65,250.62,58.4,58.21,False
2024-08-27,Site_B_Shenzhen,384.35,116.18,50.19,217.98,50.79,49.82,False
2024-08-28,Site_B_Shenzhen,404.73,128.26,18.99,257.49,59.99,58.11,False
2024-08-29,Site_B_Shenzhen,432.46,105.43,28.52,298.52,69.55,73.56,False
2024-08-30,Site_B_Shenzhen,421.01,111.82,21.39,287.8,67.06,51.52,False
2024-08-31,Site_B_Shenzhen,371.69,117.44,26.13,228.12,53.15,62.16,False
2024-09-01,Site_B_Shenzhen,356.23,55.53,77.84,222.86,51.93,54.38,False
2024-09-02,Site_B_Shenzhen,374.86,64.24,33.81,276.81,64.5,57.35,False
2024-09-03,Site_B_Shenzhen,356.06,62.54,29.43,264.09,61.53,47.56,False
2024-09-04,Site_B_Shenzhen,355.85,63.66,20.53,271.66,63.3,47.21,False
2024-09-05,Site_B_Shenzhen,305.82,55.48,47.91,202.43,47.17,39.66,False
2024-09-06,Site_B_Shenzhen,381.6,51.34,30.77,299.49,69.78,51.93,False
2024-09-07,Site_B_Shenzhen,337.18,49.67,14.34,273.16,63.65,48.39,False
2024-09-08,Site_B_Shenzhen,340.91,53.16,82.07,205.68,47.92,59.23,False
2024-09-09,Site_B_Shenzhen,339.9,52.83,51.26,235.81,54.94,57.63,False
2024-09-10,Site_B_Shenzhen,375.34,51.38,70.99,252.96,58.94,53.16,False
2024-09-11,Site_B_Shenzhen,336.42,65.76,34.62,236.04,55.0,60.32,False
2024-09-12,Site_B_Shenzhen,373.81,53.67,65.65,254.49,59.3,58.75,False
2024-09-13,Site_B_Shenzhen,330.37,58.39,44.33,227.65,53.04,43.64,False
2024-09-14,Site_B_Shenzhen,361.14,58.26,72.45,230.44,53.69,43.69,False
2024-09-15,Site_B_Shenzhen,340.79,53.04,62.19,225.55,52.55,43.0,False
2024-09-16,Site_B_Shenzhen,373.94,60.32,60.68,252.94,58.94,58.41,False
2024-09-17,Site_B_Shenzhen,370.99,53.44,89.68,227.88,53.1,49.56,False
2024-09-18,Site_B_Shenzhen,339.04,61.54,38.14,239.37,55.77,41.9,False
2024-09-19,Site_B_Shenzhen,362.91,49.47,51.39,262.04,61.06,50.98,False
2024-09-20,Site_B_Shenzhen,371.78,56.69,20.66,294.42,68.6,46.43,False
2024-09-21,Site_B_Shenzhen,338.67,51.7,52.19,234.78,54.7,54.13,False
2024-09-22,Site_B_Shenzhen,361.14,57.29,28.7,275.15,64.11,45.28,False
2024-09-23,Site_B_Shenzhen,327.98,55.68,34.65,237.64,55.37,53.42,False
2024-09-24,Site_B_Shenzhen,361.93,64.17,42.44,255.32,59.49,58.12,False
